# partB17_calibration.py; one row per condition × estimator × replicate; git=f1f5fcc
condition,estimator,replicate,sts_level_pre,sts_did,pred_did,res_did,res_p,res_ci_lo,res_ci_hi,sym_did,anti_did
(ii) Δc = +0.03,global (run-level prediction),49,1.153424,-0.001711,0.000000,-0.001711,0.7650,-0.012339,0.008463,nan,nan
(ii) Δc = +0.03,global (period-level prediction),49,1.153424,-0.001711,0.027961,-0.029672,0.0001,-0.037655,-0.022580,nan,nan
(ii) Δc = +0.03,W60,50,0.715982,-0.002548,0.010454,-0.013002,0.0002,-0.016864,-0.009058,0.022032,-0.001069
(ii) Δc = +0.03,global (run-level prediction),50,1.147213,-0.002192,-0.000000,-0.002192,0.5889,-0.009975,0.004911,nan,nan
(ii) Δc = +0.03,global (period-level prediction),50,1.147213,-0.002192,0.023306,-0.025498,0.0001,-0.028907,-0.022073,nan,nan
(ii) Δc = −0.02,W60,1,0.714688,0.000180,0.006868,-0.006688,0.0079,-0.010522,-0.002890,-0.016383,0.000025
(ii) Δc = −0.02,global (run-level prediction),1,1.138446,-0.000084,-0.000000,-0.000084,0.9885,-0.010058,0.010729,nan,nan
(ii) Δc = −0.02,global (period-level prediction),1,1.138446,-0.000084,0.013524,-0.013608,0.0029,-0.020092,-0.007138,nan,nan
(ii) Δc = −0.02,W60,2,0.715099,0.002084,0.008285,-0.006201,0.0029,-0.010383,-0.002775,-0.014586,-0.000574
(ii) Δc = −0.02,global (run-level prediction),2,1.143870,-0.002169,-0.000000,-0.002169,0.5157,-0.008678,0.003480,nan,nan
(ii) Δc = −0.02,global (period-level prediction),2,1.143870,-0.002169,0.011750,-0.013919,0.0009,-0.018793,-0.008341,nan,nan
(ii) Δc = −0.02,W60,3,0.716601,-0.001376,0.003001,-0.004377,0.0212,-0.007648,-0.001195,-0.014455,-0.000192
(ii) Δc = −0.02,global (run-level prediction),3,1.142082,-0.000457,0.000000,-0.000457,0.9116,-0.008248,0.007324,nan,nan
(ii) Δc = −0.02,global (period-level prediction),3,1.142082,-0.000457,0.008546,-0.009003,0.0067,-0.013706,-0.004035,nan,nan
(ii) Δc = −0.02,W60,4,0.716393,-0.000161,0.007414,-0.007574,0.0005,-0.010612,-0.004656,-0.016140,-0.000434
(ii) Δc = −0.02,global (run-level prediction),4,1.143307,-0.001531,-0.000000,-0.001531,0.7466,-0.009714,0.007993,nan,nan
(ii) Δc = −0.02,global (period-level prediction),4,1.143307,-0.001531,0.015681,-0.017212,0.0011,-0.023686,-0.009519,nan,nan
(ii) Δc = −0.02,W60,5,0.714946,-0.008287,-0.002060,-0.006227,0.0135,-0.010371,-0.001963,-0.015741,-0.000131
(ii) Δc = −0.02,global (run-level prediction),5,1.139504,-0.013532,0.000000,-0.013532,0.0201,-0.023479,-0.004185,nan,nan
(ii) Δc = −0.02,global (period-level prediction),5,1.139504,-0.013532,-0.001292,-0.012240,0.0090,-0.019682,-0.004943,nan,nan
(ii) Δc = −0.02,W60,6,0.714445,-0.008612,-0.001883,-0.006729,0.0100,-0.010410,-0.002534,-0.015669,-0.000519
(ii) Δc = −0.02,global (run-level prediction),6,1.145210,-0.008279,0.000000,-0.008279,0.2145,-0.020961,0.003530,nan,nan
(ii) Δc = −0.02,global (period-level prediction),6,1.145210,-0.008279,0.006560,-0.014839,0.0031,-0.022300,-0.006732,nan,nan
(ii) Δc = −0.02,W60,7,0.719802,-0.003553,0.002435,-0.005988,0.0001,-0.007820,-0.004221,-0.015157,0.000297
(ii) Δc = −0.02,global (run-level prediction),7,1.148215,-0.006118,0.000000,-0.006118,0.2954,-0.015740,0.004350,nan,nan
(ii) Δc = −0.02,global (period-level prediction),7,1.148215,-0.006118,0.005152,-0.011271,0.0039,-0.017082,-0.005801,nan,nan
(ii) Δc = −0.02,W60,8,0.718335,-0.004661,-0.001067,-0.003594,0.0774,-0.007020,-0.000253,-0.015436,-0.000188
(ii) Δc = −0.02,global (run-level prediction),8,1.151884,-0.016915,0.000000,-0.016915,0.0028,-0.024740,-0.008989,nan,nan
(ii) Δc = −0.02,global (period-level prediction),8,1.151884,-0.016915,0.001179,-0.018094,0.0004,-0.023822,-0.012162,nan,nan
(ii) Δc = −0.02,W60,9,0.719036,-0.005862,0.000967,-0.006830,0.0006,-0.009516,-0.004284,-0.015302,-0.000688
(ii) Δc = −0.02,global (run-level prediction),9,1.147946,-0.008662,-0.000000,-0.008662,0.1156,-0.018032,0.000556,nan,nan
(ii) Δc = −0.02,global (period-level prediction),9,1.147946,-0.008662,0.007450,-0.016112,0.0002,-0.021727,-0.010812,nan,nan
(ii) Δc = −0.02,W60,10,0.714242,0.004109,0.005251,-0.001142,0.6215,-0.005228,0.003453,-0.014514,0.000554
(ii) Δc = −0.02,global (run-level prediction),10,1.142939,0.002269,0.000000,0.002269,0.6479,-0.006675,0.011290,nan,nan
(ii) Δc = −0.02,global (period-level prediction),10,1.142939,0.002269,0.007518,-0.005249,0.2247,-0.012916,0.003012,nan,nan
(ii) Δc = −0.02,W60,11,0.715738,-0.007211,-0.001683,-0.005529,0.0034,-0.008435,-0.002501,-0.014331,-0.000671
(ii) Δc = −0.02,global (run-level prediction),11,1.142864,-0.008256,-0.000000,-0.008256,0.0870,-0.016613,0.000245,nan,nan
(ii) Δc = −0.02,global (period-level prediction),11,1.142864,-0.008256,0.007196,-0.015452,0.0018,-0.023315,-0.008780,nan,nan
(ii) Δc = −0.02,W60,12,0.715307,-0.000584,0.003490,-0.004074,0.0876,-0.008003,0.000029,-0.014918,-0.000244
(ii) Δc = −0.02,global (run-level prediction),12,1.146978,-0.011062,0.000000,-0.011062,0.0101,-0.018391,-0.003965,nan,nan
(ii) Δc = −0.02,global (period-level prediction),12,1.146978,-0.011062,0.006646,-0.017708,0.0001,-0.021183,-0.013855,nan,nan
(ii) Δc = −0.02,W60,13,0.714598,-0.001648,0.005812,-0.007460,0.0021,-0.011923,-0.003384,-0.014831,0.000125
(ii) Δc = −0.02,global (run-level prediction),13,1.141149,-0.005173,0.000000,-0.005173,0.2881,-0.013534,0.004756,nan,nan
(ii) Δc = −0.02,global (period-level prediction),13,1.141149,-0.005173,0.005976,-0.011149,0.0012,-0.016081,-0.006495,nan,nan
(ii) Δc = −0.02,W60,14,0.713071,-0.000736,0.002231,-0.002967,0.0417,-0.005245,-0.000518,-0.016494,0.000436
(ii) Δc = −0.02,global (run-level prediction),14,1.139322,-0.002544,-0.000000,-0.002544,0.6919,-0.015077,0.008353,nan,nan
(ii) Δc = −0.02,global (period-level prediction),14,1.139322,-0.002544,0.006039,-0.008583,0.0022,-0.013415,-0.004205,nan,nan
(ii) Δc = −0.02,W60,15,0.709574,0.004788,0.007732,-0.002944,0.1833,-0.006817,0.001165,-0.015151,0.000062
(ii) Δc = −0.02,global (run-level prediction),15,1.143658,-0.010140,0.000000,-0.010140,0.0695,-0.019222,-0.001111,nan,nan
(ii) Δc = −0.02,global (period-level prediction),15,1.143658,-0.010140,0.006002,-0.016142,0.0009,-0.023062,-0.009167,nan,nan
(ii) Δc = −0.02,W60,16,0.715848,-0.003114,0.006086,-0.009200,0.0001,-0.012353,-0.006471,-0.015096,-0.000464
(ii) Δc = −0.02,global (run-level prediction),16,1.142790,-0.004017,0.000000,-0.004017,0.5066,-0.015159,0.007025,nan,nan
(ii) Δc = −0.02,global (period-level prediction),16,1.142790,-0.004017,0.010720,-0.014737,0.0001,-0.019233,-0.010392,nan,nan
(ii) Δc = −0.02,W60,17,0.714373,-0.001456,0.002576,-0.004032,0.0197,-0.007155,-0.001116,-0.014564,-0.000989
(ii) Δc = −0.02,global (run-level prediction),17,1.139311,-0.003108,-0.000000,-0.003108,0.5261,-0.011289,0.006632,nan,nan
(ii) Δc = −0.02,global (period-level prediction),17,1.139311,-0.003108,0.011616,-0.014724,0.0013,-0.020839,-0.008890,nan,nan
(ii) Δc = −0.02,W60,18,0.715107,0.000146,0.006189,-0.006043,0.0031,-0.009707,-0.002743,-0.012979,0.001146
(ii) Δc = −0.02,global (run-level prediction),18,1.146138,-0.003946,0.000000,-0.003946,0.3732,-0.011745,0.003822,nan,nan
(ii) Δc = −0.02,global (period-level prediction),18,1.146138,-0.003946,0.006673,-0.010619,0.0063,-0.016980,-0.004042,nan,nan
(ii) Δc = −0.02,W60,19,0.721078,-0.002387,0.003139,-0.005527,0.0061,-0.008705,-0.002463,-0.013754,-0.000117
(ii) Δc = −0.02,global (run-level prediction),19,1.150756,0.000824,0.000000,0.000824,0.8566,-0.007852,0.008482,nan,nan
(ii) Δc = −0.02,global (period-level prediction),19,1.150756,0.000824,0.013077,-0.012253,0.0021,-0.017274,-0.006503,nan,nan
(ii) Δc = −0.02,W60,20,0.716552,-0.001790,0.005026,-0.006816,0.0077,-0.010803,-0.002996,-0.015076,-0.001228
(ii) Δc = −0.02,global (run-level prediction),20,1.143610,-0.007406,0.000000,-0.007406,0.1271,-0.015569,0.001283,nan,nan
(ii) Δc = −0.02,global (period-level prediction),20,1.143610,-0.007406,0.003946,-0.011352,0.0142,-0.018772,-0.003848,nan,nan
(ii) Δc = −0.02,W60,21,0.715609,0.005865,0.012794,-0.006929,0.0017,-0.010629,-0.003816,-0.015774,-0.000356
(ii) Δc = −0.02,global (run-level prediction),21,1.144371,-0.001837,-0.000000,-0.001837,0.6270,-0.009112,0.005660,nan,nan
(ii) Δc = −0.02,global (period-level prediction),21,1.144371,-0.001837,0.013772,-0.015608,0.0013,-0.023118,-0.008806,nan,nan
(ii) Δc = −0.02,W60,22,0.713076,0.004235,0.006916,-0.002680,0.0302,-0.004760,-0.000667,-0.014608,-0.000746
(ii) Δc = −0.02,global (run-level prediction),22,1.141178,-0.003143,0.000000,-0.003143,0.5474,-0.012017,0.006608,nan,nan
(ii) Δc = −0.02,global (period-level prediction),22,1.141178,-0.003143,0.007016,-0.010159,0.0038,-0.015863,-0.004498,nan,nan
(ii) Δc = −0.02,W60,23,0.713836,0.002555,0.006897,-0.004342,0.0072,-0.007002,-0.001809,-0.015082,-0.000309
(ii) Δc = −0.02,global (run-level prediction),23,1.146077,-0.004624,0.000000,-0.004624,0.4216,-0.014196,0.006184,nan,nan
(ii) Δc = −0.02,global (period-level prediction),23,1.146077,-0.004624,0.010404,-0.015029,0.0011,-0.021337,-0.008993,nan,nan
(ii) Δc = −0.02,W60,24,0.715799,-0.002913,0.003414,-0.006327,0.0016,-0.009953,-0.002961,-0.013698,-0.000698
(ii) Δc = −0.02,global (run-level prediction),24,1.144147,-0.003396,-0.000000,-0.003396,0.5972,-0.015581,0.008625,nan,nan
(ii) Δc = −0.02,global (period-level prediction),24,1.144147,-0.003396,0.008848,-0.012243,0.0032,-0.019027,-0.006252,nan,nan
(ii) Δc = −0.02,W60,25,0.717369,-0.000086,0.006107,-0.006193,0.0045,-0.009372,-0.002852,-0.015047,-0.000215
(ii) Δc = −0.02,global (run-level prediction),25,1.148764,-0.010599,-0.000000,-0.010599,0.0023,-0.016301,-0.005019,nan,nan
(ii) Δc = −0.02,global (period-level prediction),25,1.148764,-0.010599,0.004802,-0.015401,0.0001,-0.021300,-0.009517,nan,nan
(ii) Δc = −0.02,W60,26,0.717360,-0.004177,0.000936,-0.005114,0.0023,-0.007688,-0.002547,-0.014287,-0.000863
(ii) Δc = −0.02,global (run-level prediction),26,1.143314,-0.008102,-0.000000,-0.008102,0.0520,-0.015108,-0.001455,nan,nan
(ii) Δc = −0.02,global (period-level prediction),26,1.143314,-0.008102,0.005263,-0.013365,0.0023,-0.019914,-0.006879,nan,nan
(ii) Δc = −0.02,W60,27,0.714231,0.003235,0.009323,-0.006088,0.0150,-0.009841,-0.001993,-0.015097,-0.001665
(ii) Δc = −0.02,global (run-level prediction),27,1.143127,-0.004397,0.000000,-0.004397,0.2041,-0.010422,0.001703,nan,nan
(ii) Δc = −0.02,global (period-level prediction),27,1.143127,-0.004397,0.010620,-0.015017,0.0005,-0.020551,-0.009489,nan,nan
(ii) Δc = −0.02,W60,28,0.720273,-0.004605,0.004885,-0.009490,0.0001,-0.011969,-0.006983,-0.014931,0.000089
(ii) Δc = −0.02,global (run-level prediction),28,1.146639,-0.001160,-0.000000,-0.001160,0.7755,-0.008304,0.006841,nan,nan
(ii) Δc = −0.02,global (period-level prediction),28,1.146639,-0.001160,0.014704,-0.015864,0.0004,-0.021985,-0.009869,nan,nan
(ii) Δc = −0.02,W60,29,0.719308,-0.005939,-0.000094,-0.005845,0.0276,-0.009976,-0.001395,-0.015262,-0.000498
(ii) Δc = −0.02,global (run-level prediction),29,1.146219,-0.011927,0.000000,-0.011927,0.0747,-0.025592,-0.001489,nan,nan
(ii) Δc = −0.02,global (period-level prediction),29,1.146219,-0.011927,0.003405,-0.015333,0.0004,-0.019461,-0.010737,nan,nan
(ii) Δc = −0.02,W60,30,0.712520,0.002179,0.005962,-0.003783,0.0734,-0.007781,-0.000358,-0.014591,-0.000348
(ii) Δc = −0.02,global (run-level prediction),30,1.145354,-0.008067,-0.000000,-0.008067,0.0995,-0.017355,0.000233,nan,nan
(ii) Δc = −0.02,global (period-level prediction),30,1.145354,-0.008067,0.008454,-0.016522,0.0004,-0.024494,-0.010236,nan,nan
(ii) Δc = −0.02,W60,31,0.712657,0.006327,0.009945,-0.003618,0.1171,-0.008013,0.000246,-0.015488,-0.000615
(ii) Δc = −0.02,global (run-level prediction),31,1.143067,-0.003256,0.000000,-0.003256,0.5498,-0.013557,0.006503,nan,nan
(ii) Δc = −0.02,global (period-level prediction),31,1.143067,-0.003256,0.011159,-0.014414,0.0001,-0.019864,-0.009627,nan,nan
(ii) Δc = −0.02,W60,32,0.715337,0.002783,0.006832,-0.004049,0.0758,-0.008006,-0.000394,-0.015074,0.000990
(ii) Δc = −0.02,global (run-level prediction),32,1.143865,0.000121,-0.000000,0.000121,0.9789,-0.008644,0.009545,nan,nan
(ii) Δc = −0.02,global (period-level prediction),32,1.143865,0.000121,0.010096,-0.009975,0.0129,-0.016217,-0.003510,nan,nan
(ii) Δc = −0.02,W60,33,0.716698,-0.001517,0.001363,-0.002880,0.1016,-0.006037,0.000140,-0.014467,-0.000087
(ii) Δc = −0.02,global (run-level prediction),33,1.142755,0.001224,-0.000000,0.001224,0.7727,-0.007089,0.008381,nan,nan
(ii) Δc = −0.02,global (period-level prediction),33,1.142755,0.001224,0.006867,-0.005644,0.0508,-0.010393,-0.000770,nan,nan
(ii) Δc = −0.02,W60,34,0.711060,0.004743,0.009905,-0.005162,0.0042,-0.007838,-0.001931,-0.014913,0.000015
(ii) Δc = −0.02,global (run-level prediction),34,1.139333,-0.002822,0.000000,-0.002822,0.2068,-0.007189,0.000907,nan,nan
(ii) Δc = −0.02,global (period-level prediction),34,1.139333,-0.002822,0.007686,-0.010508,0.0018,-0.014589,-0.005909,nan,nan
(ii) Δc = −0.02,W60,35,0.716423,-0.003544,0.003004,-0.006548,0.0005,-0.008821,-0.004028,-0.014643,0.000618
(ii) Δc = −0.02,global (run-level prediction),35,1.148650,-0.011823,0.000000,-0.011823,0.0425,-0.021032,-0.001547,nan,nan
(ii) Δc = −0.02,global (period-level prediction),35,1.148650,-0.011823,0.004416,-0.016239,0.0018,-0.023629,-0.008415,nan,nan
(ii) Δc = −0.02,W60,36,0.717046,0.002676,0.005429,-0.002753,0.1321,-0.005945,0.000285,-0.015119,0.000947
(ii) Δc = −0.02,global (run-level prediction),36,1.148674,-0.002853,0.000000,-0.002853,0.5005,-0.010658,0.004384,nan,nan
(ii) Δc = −0.02,global (period-level prediction),36,1.148674,-0.002853,0.009319,-0.012172,0.0096,-0.020587,-0.004891,nan,nan
(ii) Δc = −0.02,W60,37,0.718475,-0.000734,0.002549,-0.003283,0.0297,-0.005766,-0.000766,-0.014242,-0.000436
(ii) Δc = −0.02,global (run-level prediction),37,1.144295,-0.011093,0.000000,-0.011093,0.0101,-0.018004,-0.004178,nan,nan
(ii) Δc = −0.02,global (period-level prediction),37,1.144295,-0.011093,0.005690,-0.016782,0.0004,-0.022490,-0.010922,nan,nan
(ii) Δc = −0.02,W60,38,0.711913,0.001211,0.008364,-0.007153,0.0005,-0.009734,-0.004525,-0.014544,-0.000210
(ii) Δc = −0.02,global (run-level prediction),38,1.140483,-0.008151,0.000000,-0.008151,0.0717,-0.015814,-0.000143,nan,nan
(ii) Δc = −0.02,global (period-level prediction),38,1.140483,-0.008151,0.009159,-0.017310,0.0001,-0.022270,-0.012641,nan,nan
(ii) Δc = −0.02,W60,39,0.713945,0.004069,0.007456,-0.003387,0.0452,-0.006128,-0.000463,-0.014535,0.000559
(ii) Δc = −0.02,global (run-level prediction),39,1.141666,0.002261,0.000000,0.002261,0.6840,-0.008117,0.011823,nan,nan
(ii) Δc = −0.02,global (period-level prediction),39,1.141666,0.002261,0.012094,-0.009833,0.0094,-0.016997,-0.003841,nan,nan
(ii) Δc = −0.02,W60,40,0.712309,0.000871,0.005765,-0.004894,0.0347,-0.009354,-0.000790,-0.014739,-0.000620
(ii) Δc = −0.02,global (run-level prediction),40,1.147061,-0.005618,0.000000,-0.005618,0.2694,-0.014385,0.004073,nan,nan
(ii) Δc = −0.02,global (period-level prediction),40,1.147061,-0.005618,0.006683,-0.012301,0.0045,-0.018978,-0.005577,nan,nan
(ii) Δc = −0.02,W60,41,0.713119,0.000222,0.004276,-0.004054,0.0701,-0.007940,0.000009,-0.015166,-0.000454
(ii) Δc = −0.02,global (run-level prediction),41,1.144563,-0.000806,-0.000000,-0.000806,0.9075,-0.013852,0.012133,nan,nan
(ii) Δc = −0.02,global (period-level prediction),41,1.144563,-0.000806,0.007037,-0.007843,0.0551,-0.014184,-0.000688,nan,nan
(ii) Δc = −0.02,W60,42,0.713372,-0.002314,0.003406,-0.005720,0.0063,-0.008903,-0.002414,-0.015651,-0.000630
(ii) Δc = −0.02,global (run-level prediction),42,1.141899,-0.009049,0.000000,-0.009049,0.1014,-0.018521,0.001176,nan,nan
(ii) Δc = −0.02,global (period-level prediction),42,1.141899,-0.009049,0.005564,-0.014613,0.0007,-0.020637,-0.009183,nan,nan
(ii) Δc = −0.02,W60,43,0.717958,-0.000356,0.006523,-0.006879,0.0028,-0.009535,-0.003745,-0.015515,-0.001247
(ii) Δc = −0.02,global (run-level prediction),43,1.147654,-0.010419,-0.000000,-0.010419,0.0128,-0.017469,-0.003520,nan,nan
(ii) Δc = −0.02,global (period-level prediction),43,1.147654,-0.010419,0.009686,-0.020105,0.0001,-0.024674,-0.015720,nan,nan
(ii) Δc = −0.02,W60,44,0.715860,0.001785,0.009259,-0.007474,0.0006,-0.010691,-0.004754,-0.015638,-0.001425
(ii) Δc = −0.02,global (run-level prediction),44,1.140952,-0.000153,0.000000,-0.000153,0.9796,-0.011518,0.010839,nan,nan
(ii) Δc = −0.02,global (period-level prediction),44,1.140952,-0.000153,0.012460,-0.012614,0.0001,-0.017227,-0.008319,nan,nan
(ii) Δc = −0.02,W60,45,0.711762,0.003504,0.012642,-0.009138,0.0024,-0.013123,-0.004725,-0.015608,0.000701
(ii) Δc = −0.02,global (run-level prediction),45,1.138919,0.006419,0.000000,0.006419,0.2273,-0.002876,0.015988,nan,nan
(ii) Δc = −0.02,global (period-level prediction),45,1.138919,0.006419,0.020362,-0.013943,0.0005,-0.018358,-0.009232,nan,nan
(ii) Δc = −0.02,W60,46,0.714512,0.001093,0.009395,-0.008301,0.0027,-0.012601,-0.003791,-0.014303,-0.000471
(ii) Δc = −0.02,global (run-level prediction),46,1.142955,-0.005884,0.000000,-0.005884,0.3253,-0.016434,0.004605,nan,nan
(ii) Δc = −0.02,global (period-level prediction),46,1.142955,-0.005884,0.008519,-0.014403,0.0005,-0.020989,-0.008979,nan,nan
(ii) Δc = −0.02,W60,47,0.717695,-0.004935,0.001429,-0.006364,0.0001,-0.007821,-0.004904,-0.014558,-0.000820
(ii) Δc = −0.02,global (run-level prediction),47,1.145116,-0.006176,-0.000000,-0.006176,0.3009,-0.016996,0.005913,nan,nan
(ii) Δc = −0.02,global (period-level prediction),47,1.145116,-0.006176,0.009791,-0.015967,0.0002,-0.020625,-0.010926,nan,nan
(ii) Δc = −0.02,W60,48,0.712192,0.003400,0.009278,-0.005877,0.0088,-0.009605,-0.002392,-0.015527,-0.000185
(ii) Δc = −0.02,global (run-level prediction),48,1.139105,-0.000026,-0.000000,-0.000026,0.9949,-0.009237,0.007881,nan,nan
(ii) Δc = −0.02,global (period-level prediction),48,1.139105,-0.000026,0.011525,-0.011551,0.0034,-0.017033,-0.005735,nan,nan
(ii) Δc = −0.02,W60,49,0.710774,0.007161,0.013012,-0.005851,0.0067,-0.009135,-0.002371,-0.014311,-0.000435
(ii) Δc = −0.02,global (run-level prediction),49,1.141526,0.000523,0.000000,0.000523,0.8784,-0.005741,0.006648,nan,nan
(ii) Δc = −0.02,global (period-level prediction),49,1.141526,0.000523,0.018301,-0.017778,0.0002,-0.024296,-0.011470,nan,nan
(ii) Δc = −0.02,W60,50,0.711711,0.005274,0.010394,-0.005120,0.0204,-0.008933,-0.001487,-0.014454,-0.000198
(ii) Δc = −0.02,global (run-level prediction),50,1.139806,0.008141,-0.000000,0.008141,0.2059,-0.003941,0.018386,nan,nan
(ii) Δc = −0.02,global (period-level prediction),50,1.139806,0.008141,0.015275,-0.007134,0.0095,-0.011469,-0.002801,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,1,0.715562,-0.041983,-0.041470,-0.000514,0.7140,-0.003261,0.002089,0.014648,0.000764
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),1,1.134662,-0.069343,-0.000000,-0.069343,0.0001,-0.079775,-0.060140,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),1,1.134662,-0.069343,-0.069590,0.000247,0.9467,-0.006799,0.006352,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,2,0.717894,-0.048878,-0.049251,0.000373,0.8785,-0.003876,0.005277,0.014955,0.001606
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),2,1.138889,-0.079840,-0.000000,-0.079840,0.0001,-0.084694,-0.074926,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),2,1.138889,-0.079840,-0.071302,-0.008538,0.0518,-0.015590,-0.000939,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,3,0.715551,-0.040210,-0.038667,-0.001543,0.4653,-0.005514,0.002243,0.015477,0.001125
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),3,1.137542,-0.074037,-0.000000,-0.074037,0.0001,-0.080343,-0.067645,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),3,1.137542,-0.074037,-0.066616,-0.007422,0.0455,-0.013698,-0.001475,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,4,0.715107,-0.046223,-0.046262,0.000039,0.9873,-0.003704,0.003346,0.015362,0.000755
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),4,1.137204,-0.072143,0.000000,-0.072143,0.0001,-0.079812,-0.064214,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),4,1.137204,-0.072143,-0.070960,-0.001183,0.7051,-0.006706,0.004150,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,5,0.719305,-0.046057,-0.044851,-0.001206,0.5421,-0.004700,0.002326,0.015349,0.002194
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),5,1.140315,-0.071287,-0.000000,-0.071287,0.0001,-0.084028,-0.059390,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),5,1.140315,-0.071287,-0.061046,-0.010241,0.0032,-0.017683,-0.004475,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,6,0.715178,-0.046310,-0.048994,0.002683,0.1174,-0.000115,0.005766,0.015708,0.002424
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),6,1.136136,-0.071529,0.000000,-0.071529,0.0001,-0.079649,-0.063524,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),6,1.136136,-0.071529,-0.069416,-0.002112,0.5601,-0.008825,0.004042,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,7,0.715633,-0.044858,-0.045050,0.000191,0.9139,-0.002942,0.003333,0.015520,0.001334
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),7,1.136775,-0.078418,0.000000,-0.078418,0.0001,-0.089681,-0.067671,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),7,1.136775,-0.078418,-0.077887,-0.000531,0.8590,-0.005673,0.005233,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,8,0.711180,-0.040452,-0.040290,-0.000162,0.9249,-0.003548,0.003010,0.014420,0.000806
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),8,1.129515,-0.070572,-0.000000,-0.070572,0.0001,-0.081230,-0.061698,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),8,1.129515,-0.070572,-0.064507,-0.006066,0.0942,-0.012103,0.000881,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,9,0.716740,-0.041877,-0.041044,-0.000833,0.6110,-0.003876,0.002040,0.014785,0.000663
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),9,1.136803,-0.066218,-0.000000,-0.066218,0.0001,-0.076266,-0.056787,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),9,1.136803,-0.066218,-0.069656,0.003438,0.3489,-0.003717,0.010765,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,10,0.715660,-0.041258,-0.042905,0.001647,0.4202,-0.001965,0.005335,0.014353,0.001197
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),10,1.134213,-0.061367,0.000000,-0.061367,0.0001,-0.072825,-0.050763,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),10,1.134213,-0.061367,-0.064608,0.003242,0.5187,-0.006446,0.012680,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,11,0.714653,-0.041771,-0.040463,-0.001308,0.5570,-0.005303,0.002776,0.015778,0.001285
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),11,1.129580,-0.064553,0.000000,-0.064553,0.0001,-0.073118,-0.056891,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),11,1.129580,-0.064553,-0.065967,0.001415,0.6545,-0.004473,0.007080,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,12,0.712719,-0.041591,-0.041995,0.000404,0.7869,-0.002359,0.003192,0.015192,-0.000230
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),12,1.132898,-0.062847,0.000000,-0.062847,0.0001,-0.071113,-0.054796,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),12,1.132898,-0.062847,-0.064049,0.001202,0.7312,-0.005220,0.007220,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,13,0.716394,-0.043257,-0.043654,0.000397,0.8452,-0.003382,0.004309,0.014315,-0.000165
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),13,1.137174,-0.071711,-0.000000,-0.071711,0.0001,-0.079951,-0.063661,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),13,1.137174,-0.071711,-0.072326,0.000615,0.8494,-0.005377,0.006625,nan,nan
(iii) Δa = −0.015, Δc = +0.02,W60,14,0.715902,-0.037596,-0.039607,0.002011,0.2653,-0.000732,0.005112,0.014713,0.000939
(iii) Δa = −0.015, Δc = +0.02,global (run-level prediction),14,1.134574,-0.062764,-0.000000,-0.062764,0.0001,-0.072231,-0.054683,nan,nan
(iii) Δa = −0.015, Δc = +0.02,global (period-level prediction),14,1.134574,-0.062764,-0.067341,0.004577,0.1178,-0.000132,0.009476,nan,nan
