# script=01_synergy_timecourse.py variant=ts_gsr regions=115 region_selection=all excluded_regions=20 atoms=rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts tau=1 redundancy=MMI fit_mode=window window_trs=60 placebo_fit_trs=na seed=20261120 git=e46df8a
subject,condition,window,rtr,rtx,rty,rts,xtr,xtx,xty,xts,ytr,ytx,yty,yts,str,stx,sty,sts
2,DMT,7,0.029747,0.023631,0.027006,0.532158,0.026975,0.583911,-0.026956,-0.498316,0.023641,-0.023629,0.565564,-0.500794,0.531725,-0.499457,-0.499156,1.079165
2,DMT,8,0.039454,0.024445,0.027773,0.567690,0.027769,0.641920,-0.027768,-0.536517,0.024444,-0.024444,0.597744,-0.537942,0.568202,-0.536252,-0.539095,1.162753
2,DMT,9,0.045001,0.030467,0.023605,0.529618,0.023602,0.573623,-0.023601,-0.501388,0.030422,-0.030365,0.581228,-0.500372,0.528250,-0.499403,-0.500021,1.093679
2,DMT,10,0.025229,0.024208,0.022579,0.535221,0.022586,0.577948,-0.022544,-0.503111,0.024204,-0.024130,0.556157,-0.503183,0.534581,-0.501766,-0.504008,1.084817
2,DMT,11,0.021569,0.020141,0.020570,0.548953,0.020570,0.589625,-0.020570,-0.519261,0.020132,-0.020132,0.590682,-0.520411,0.548473,-0.519256,-0.519462,1.106920
2,DMT,12,0.026412,0.023345,0.023780,0.540617,0.023759,0.585400,-0.023689,-0.509157,0.023321,-0.023310,0.589960,-0.509330,0.540530,-0.509084,-0.508093,1.102075
2,DMT,13,0.023829,0.020644,0.023115,0.545963,0.023108,0.602174,-0.023108,-0.513561,0.020660,-0.020640,0.594523,-0.514361,0.546667,-0.514480,-0.515088,1.105930
2,PCB,0,0.040163,0.030934,0.033601,0.526646,0.033582,0.561009,-0.033456,-0.488182,0.030937,-0.030908,0.551849,-0.490348,0.526408,-0.488146,-0.489914,1.104636
2,PCB,1,0.030977,0.029840,0.028348,0.530284,0.028347,0.572984,-0.028347,-0.489139,0.029813,-0.029802,0.557813,-0.491336,0.530455,-0.491257,-0.488550,1.075508
2,PCB,2,0.054684,0.025921,0.027810,0.592480,0.027801,0.669532,-0.027774,-0.564352,0.025912,-0.025912,0.638245,-0.564059,0.590539,-0.564149,-0.563969,1.221695
2,PCB,3,0.043743,0.026412,0.019698,0.584149,0.019697,0.668083,-0.019688,-0.559618,0.026428,-0.026397,0.642108,-0.559349,0.584406,-0.559563,-0.560972,1.205371
